,Site,Measurement,DateTime,Value,detection limit,censored
3338,SQ33593,E. coli,2010-05-11 13:25:00,6.0,10.0,<
3346,SQ33593,E. coli,2011-01-18 11:40:00,1.0,10.0,<
3352,SQ33593,E. coli,2011-08-03 13:45:00,1.0,10.0,<
3357,SQ33593,E. coli,2012-03-08 13:00:00,2.0,10.0,<
3361,SQ33593,E. coli,2012-07-11 13:20:00,2.0,10.0,<
651,SQ10275,E. coli,2018-02-22 10:22:00,2420.0,2400.0,>
1157,SQ20175,E. coli,2006-02-27 13:10:00,4600.0,2420.0,>
1929,SQ20401,E. coli,2005-02-16 09:35:00,9800.0,2420.0,>
2066,SQ20509,E. coli,2005-05-10 11:10:00,3300.0,2420.0,>
2271,SQ20544,E. coli,2013-11-27 08:30:00,2420.0,2400.0,>
3245,SQ21160,E. coli,2011-03-08 00:00:00,3600.0,2420.0,>
3403,SQ21254,E. coli,2009-12-17 00:00:00,4611.0,2420.0,>
3414,SQ21254,E. coli,2010-11-18 00:00:00,4884.0,2420.0,>
5117,SQ30222,E. coli,2004-07-29 10:25:00,5800.0,2420.0,>
6299,SQ30928,E. coli,2006-02-09 09:35:00,17000.0,2420.0,>
7169,SQ32640,E. coli,2016-02-16 12:02:00,3870.0,2420.0,>
7224,SQ32732,E. coli,2009-02-03 10:23:00,9800.0,4800.0,>
7226,SQ32732,E. coli,2009-04-03 07:55:00,20000.0,4800.0,>
7230,SQ32732,E. coli,2009-12-02 10:15:00,6900.0,4800.0,>
7997,SQ33273,E. coli,2006-07-20 11:05:00,7700.0,2420.0,>
8110,SQ33274,E. coli,2006-07-20 12:00:00,4400.0,2420.0,>
8176,SQ33476,E. coli,2006-07-20 10:50:00,7700.0,2420.0,>
8537,SQ34412,E. coli,2006-07-20 12:50:00,4400.0,2420.0,>
9123,SQ34557,E. coli,2006-07-20 11:45:00,5800.0,2420.0,>
9185,SQ34569,E. coli,2009-01-15 10:37:00,2500.0,2420.0,>
9299,SQ34580,E. coli,2006-02-09 09:15:00,6100.0,2420.0,>
9499,SQ34646,E. coli,2005-07-20 10:30:00,16000.0,2420.0,>
9725,SQ34711,E. coli,2006-07-20 09:45:00,5200.0,2420.0,>
10242,SQ34869,E. coli,2017-09-26 10:26:00,5790.0,2420.0,>
10567,SQ35156,E. coli,2009-12-02 09:58:00,17000.0,2420.0,>
10912,SQ35234,E. coli,2009-12-02 10:22:00,9200.0,2420.0,>
11002,SQ35236,E. coli,2010-01-05 09:44:00,4600.0,2420.0,>
11048,SQ35545,E. coli,2010-01-05 10:27:00,4900.0,2420.0,>
