,Site,Measurement,DateTime,Value,detection limit,censored
194,SQ30878,Black Disc Clarity,2014-12-16 10:12:00,1.06,1.5,<
197,SQ30878,Black Disc Clarity,2015-06-18 13:01:00,1.2,1.5,<
199,SQ30878,Black Disc Clarity,2016-11-22 11:11:00,1.38,1.5,<
201,SQ30878,Black Disc Clarity,2017-07-17 12:39:00,1.35,1.5,<
202,SQ30878,Black Disc Clarity,2017-08-22 12:16:00,1.43,1.5,<
203,SQ30878,Black Disc Clarity,2017-09-20 12:42:00,1.35,1.5,<
204,SQ30878,Black Disc Clarity,2018-02-22 11:35:00,1.03,1.5,<
205,SQ30878,Black Disc Clarity,2018-07-18 23:28:00,1.24,1.5,<
206,SQ30878,Black Disc Clarity,2019-06-20 13:10:00,1.21,1.5,<
207,SQ33270,Black Disc Clarity,2013-04-23 10:40:00,0.11,4.04,<
208,SQ33270,Black Disc Clarity,2013-05-21 11:00:00,0.05,4.04,<
209,SQ33270,Black Disc Clarity,2013-06-27 12:40:00,0.08,4.04,<
210,SQ33270,Black Disc Clarity,2013-07-24 10:56:00,0.06,4.04,<
211,SQ33270,Black Disc Clarity,2013-08-26 10:45:00,0.06,4.04,<
212,SQ33270,Black Disc Clarity,2013-09-25 10:54:00,0.01,4.04,<
213,SQ33270,Black Disc Clarity,2013-10-21 09:42:00,0.17,4.04,<
214,SQ33270,Black Disc Clarity,2013-11-27 08:45:00,0.08,4.04,<
215,SQ33270,Black Disc Clarity,2013-12-18 08:45:00,1.18,4.04,<
216,SQ33270,Black Disc Clarity,2014-01-29 10:37:00,2.21,4.04,<
217,SQ33270,Black Disc Clarity,2014-02-24 09:21:00,3.68,4.04,<
218,SQ33270,Black Disc Clarity,2014-03-26 08:47:00,0.09,4.04,<
219,SQ33270,Black Disc Clarity,2014-04-22 09:32:00,0.03,4.04,<
220,SQ33270,Black Disc Clarity,2014-05-29 09:58:00,2.48,4.04,<
221,SQ33270,Black Disc Clarity,2014-08-27 10:34:00,3.88,4.04,<
222,SQ33270,Black Disc Clarity,2014-09-29 09:46:00,1.03,4.04,<
223,SQ33270,Black Disc Clarity,2015-04-28 10:37:00,0.45,4.04,<
224,SQ33270,Black Disc Clarity,2015-07-29 09:42:00,0.27,4.04,<
225,SQ33270,Black Disc Clarity,2015-08-26 10:46:00,3.14,4.04,<
226,SQ33270,Black Disc Clarity,2015-09-28 10:07:00,0.05,4.04,<
227,SQ33270,Black Disc Clarity,2015-10-28 09:18:00,3.57,4.04,<
228,SQ33270,Black Disc Clarity,2015-11-25 09:50:00,3.35,4.04,<
231,SQ33270,Black Disc Clarity,2016-03-21 10:22:00,3.42,4.04,<
232,SQ33270,Black Disc Clarity,2016-04-27 10:29:00,3.66,4.04,<
234,SQ33270,Black Disc Clarity,2016-08-30 10:49:00,0.3,4.04,<
235,SQ33270,Black Disc Clarity,2016-09-28 09:30:00,0.44,4.04,<
236,SQ33270,Black Disc Clarity,2016-10-26 09:18:00,0.45,4.04,<
237,SQ33270,Black Disc Clarity,2016-12-20 14:11:00,1.63,4.04,<
238,SQ33270,Black Disc Clarity,2017-01-30 10:20:00,2.77,4.04,<
239,SQ33270,Black Disc Clarity,2017-02-27 07:43:00,3.05,4.04,<
240,SQ33270,Black Disc Clarity,2017-03-29 09:59:00,1.51,4.04,<
241,SQ33270,Black Disc Clarity,2017-04-26 10:12:00,0.31,4.04,<
242,SQ33270,Black Disc Clarity,2017-05-30 10:22:00,0.18,4.04,<
243,SQ33270,Black Disc Clarity,2017-06-27 08:14:00,0.51,4.04,<
244,SQ33270,Black Disc Clarity,2017-07-25 11:31:00,0.12,4.04,<
245,SQ33270,Black Disc Clarity,2017-09-26 09:33:00,0.03,4.04,<
246,SQ33270,Black Disc Clarity,2017-10-24 09:21:00,0.15,4.04,<
247,SQ33270,Black Disc Clarity,2017-11-28 10:17:00,0.77,4.04,<
248,SQ33270,Black Disc Clarity,2017-12-19 10:50:00,0.88,4.04,<
249,SQ33270,Black Disc Clarity,2018-01-30 08:27:00,0.08,4.04,<
250,SQ33270,Black Disc Clarity,2018-02-26 21:09:00,0.01,4.04,<
251,SQ33270,Black Disc Clarity,2018-03-27 10:21:00,0.05,4.04,<
252,SQ33270,Black Disc Clarity,2018-04-23 10:11:00,0.11,4.04,<
253,SQ33270,Black Disc Clarity,2018-05-29 11:26:00,0.56,4.04,<
254,SQ33270,Black Disc Clarity,2018-06-27 10:55:00,0.05,4.04,<
255,SQ33270,Black Disc Clarity,2018-07-24 10:13:00,1.1,4.04,<
256,SQ33270,Black Disc Clarity,2018-08-28 11:42:00,0.32,4.04,<
257,SQ33270,Black Disc Clarity,2018-09-24 10:36:00,1.02,4.04,<
258,SQ33270,Black Disc Clarity,2018-10-30 09:45:00,0.01,4.04,<
259,SQ33270,Black Disc Clarity,2018-12-18 09:54:00,0.04,4.04,<
260,SQ33270,Black Disc Clarity,2019-01-30 09:43:00,0.55,4.04,<
261,SQ33270,Black Disc Clarity,2019-02-26 09:38:00,0.01,4.04,<
262,SQ33270,Black Disc Clarity,2019-03-27 09:32:00,0.48,4.04,<
263,SQ33270,Black Disc Clarity,2019-04-30 10:55:00,0.37,4.04,<
264,SQ33270,Black Disc Clarity,2019-05-27 10:53:00,3.14,4.04,<
265,SQ33270,Black Disc Clarity,2019-06-24 10:30:00,2.22,4.04,<
266,SQ33270,Black Disc Clarity,2019-07-22 10:59:00,0.03,4.04,<
267,SQ33270,Black Disc Clarity,2019-08-27 10:38:00,1.39,4.04,<
268,SQ33270,Black Disc Clarity,2019-09-24 10:09:00,0.98,4.04,<
269,SQ33270,Black Disc Clarity,2019-10-24 08:58:00,0.19,4.04,<
270,SQ33270,Black Disc Clarity,2019-11-25 09:54:00,3.65,4.04,<
271,SQ33270,Black Disc Clarity,2019-12-19 07:33:00,0.53,4.04,<
276,SQ33899,Black Disc Clarity,2018-02-27 06:42:00,0.55,1.5,<
282,SQ33899,Black Disc Clarity,2018-11-27 09:05:00,0.09,1.5,<
292,SQ34706,Black Disc Clarity,2013-09-23 10:25:00,0.07,0.1,<
297,SQ34706,Black Disc Clarity,2014-04-29 14:19:00,0.02,0.1,<
298,SQ34706,Black Disc Clarity,2014-05-28 09:46:00,0.06,0.1,<
317,SQ34706,Black Disc Clarity,2016-05-19 13:22:00,0.05,0.1,<
319,SQ34706,Black Disc Clarity,2016-07-20 13:17:00,0.09,0.1,<
338,SQ34706,Black Disc Clarity,2018-05-22 14:13:00,0.08,0.1,<
339,SQ34706,Black Disc Clarity,2018-06-19 14:11:00,0.09,0.1,<
344,SQ34706,Black Disc Clarity,2018-11-30 13:01:00,0.08,0.1,<
351,SQ34706,Black Disc Clarity,2019-07-23 13:08:00,0.05,0.1,<
353,SQ34706,Black Disc Clarity,2019-09-19 12:14:00,0.08,0.1,<
431,SQ34905,Black Disc Clarity,2013-05-02 11:55:00,1.2,1.5,<
432,SQ34905,Black Disc Clarity,2013-08-01 11:35:00,0.78,1.5,<
433,SQ34905,Black Disc Clarity,2013-11-04 11:58:00,0.65,1.5,<
434,SQ34905,Black Disc Clarity,2014-02-05 10:53:00,1.32,1.5,<
435,SQ34905,Black Disc Clarity,2014-05-05 13:05:00,0.75,1.5,<
436,SQ34905,Black Disc Clarity,2014-08-07 13:07:00,0.67,1.5,<
437,SQ34905,Black Disc Clarity,2014-11-06 10:25:00,1.07,1.5,<
438,SQ34905,Black Disc Clarity,2015-05-07 13:37:00,0.91,1.5,<
439,SQ34905,Black Disc Clarity,2015-08-06 13:03:00,0.55,1.5,<
440,SQ34905,Black Disc Clarity,2015-11-04 11:23:00,1.17,1.5,<
441,SQ34905,Black Disc Clarity,2016-02-10 12:27:00,1.13,1.5,<
442,SQ34905,Black Disc Clarity,2016-05-12 13:32:00,1.4,1.5,<
443,SQ34905,Black Disc Clarity,2016-08-10 13:18:00,0.67,1.5,<
444,SQ34905,Black Disc Clarity,2017-05-10 11:56:00,1.25,1.5,<
445,SQ34905,Black Disc Clarity,2017-08-09 11:53:00,0.93,1.5,<
446,SQ34905,Black Disc Clarity,2018-05-11 10:40:00,1.09,1.5,<
447,SQ34905,Black Disc Clarity,2018-08-07 12:39:00,0.56,1.5,<
448,SQ34905,Black Disc Clarity,2018-11-06 12:48:00,1.23,1.5,<
449,SQ34905,Black Disc Clarity,2019-05-09 12:26:00,0.47,1.5,<
450,SQ34905,Black Disc Clarity,2019-11-04 12:18:00,1.19,1.5,<
291,SQ10818,Black Disc Clarity,2019-04-03 10:38:00,2.04,2.0,>
294,SQ10818,Black Disc Clarity,2019-07-10 10:17:00,2.7,2.0,>
299,SQ20107,Black Disc Clarity,2013-04-09 10:10:00,5.68,1.4,>
302,SQ20107,Black Disc Clarity,2014-01-14 12:05:00,2.67,1.4,>
304,SQ20107,Black Disc Clarity,2014-07-10 13:11:00,1.99,1.4,>
305,SQ20107,Black Disc Clarity,2014-10-23 12:52:00,3.34,1.4,>
306,SQ20107,Black Disc Clarity,2015-01-21 11:37:00,6.03,1.4,>
307,SQ20107,Black Disc Clarity,2015-04-21 12:44:00,4.0,1.4,>
308,SQ20107,Black Disc Clarity,2015-07-22 12:58:00,2.82,1.4,>
309,SQ20107,Black Disc Clarity,2015-10-22 11:46:00,3.49,1.4,>
311,SQ20107,Black Disc Clarity,2016-04-19 13:19:00,6.26,1.4,>
316,SQ20107,Black Disc Clarity,2017-07-20 12:12:00,3.13,1.4,>
318,SQ20107,Black Disc Clarity,2018-01-24 11:17:00,3.09,1.4,>
319,SQ20107,Black Disc Clarity,2018-07-24 13:24:00,2.15,1.4,>
321,SQ20107,Black Disc Clarity,2019-01-31 14:00:00,2.79,1.4,>
344,SQ20112,Black Disc Clarity,2014-12-15 09:33:00,4.58,3.0,>
345,SQ20112,Black Disc Clarity,2015-01-21 08:15:00,6.12,3.0,>
346,SQ20112,Black Disc Clarity,2015-02-18 11:21:00,6.6,3.0,>
355,SQ20112,Black Disc Clarity,2015-11-19 09:47:00,7.67,3.0,>
356,SQ20112,Black Disc Clarity,2015-12-17 07:50:00,3.17,3.0,>
359,SQ20112,Black Disc Clarity,2016-03-15 08:58:00,7.42,3.0,>
360,SQ20112,Black Disc Clarity,2016-04-19 09:32:00,9.24,3.0,>
370,SQ20112,Black Disc Clarity,2017-02-21 07:58:00,8.0,3.0,>
371,SQ20112,Black Disc Clarity,2017-03-23 09:27:00,7.62,3.0,>
374,SQ20112,Black Disc Clarity,2017-06-21 09:40:00,5.81,3.0,>
388,SQ20112,Black Disc Clarity,2019-01-31 09:42:00,3.8,3.0,>
396,SQ20203,Black Disc Clarity,2013-04-17 12:56:00,8.49,7.9,>
405,SQ20203,Black Disc Clarity,2014-02-12 08:15:00,10.2,7.9,>
406,SQ20203,Black Disc Clarity,2014-03-13 08:30:00,9.7,7.9,>
412,SQ20203,Black Disc Clarity,2014-09-19 09:44:00,8.5,7.9,>
415,SQ20203,Black Disc Clarity,2015-01-14 08:28:00,10.82,7.9,>
422,SQ20203,Black Disc Clarity,2015-08-12 09:30:00,10.05,7.9,>
423,SQ20203,Black Disc Clarity,2015-09-22 09:28:00,9.85,7.9,>
425,SQ20203,Black Disc Clarity,2015-11-11 08:26:00,10.6,7.9,>
428,SQ20203,Black Disc Clarity,2016-02-12 08:24:00,8.5,7.9,>
429,SQ20203,Black Disc Clarity,2016-03-07 11:55:00,9.6,7.9,>
435,SQ20203,Black Disc Clarity,2016-09-15 09:18:00,9.4,7.9,>
439,SQ20203,Black Disc Clarity,2017-02-27 08:33:00,8.7,7.9,>
442,SQ20203,Black Disc Clarity,2017-05-17 09:30:00,8.5,7.9,>
443,SQ20203,Black Disc Clarity,2017-06-14 09:35:00,9.5,7.9,>
474,SQ20318,Black Disc Clarity,2013-11-05 08:45:00,3.5,3.25,>
485,SQ20318,Black Disc Clarity,2014-12-02 08:28:00,3.85,3.25,>
486,SQ20318,Black Disc Clarity,2015-01-12 08:45:00,3.72,3.25,>
494,SQ20318,Black Disc Clarity,2015-11-04 08:54:00,4.27,3.25,>
495,SQ20318,Black Disc Clarity,2015-12-03 08:52:00,5.17,3.25,>
496,SQ20318,Black Disc Clarity,2016-01-08 08:46:00,4.58,3.25,>
497,SQ20318,Black Disc Clarity,2016-02-03 08:52:00,5.12,3.25,>
499,SQ20318,Black Disc Clarity,2016-04-07 10:20:00,6.42,3.25,>
500,SQ20318,Black Disc Clarity,2016-05-02 09:44:00,6.6,3.25,>
501,SQ20318,Black Disc Clarity,2016-06-02 09:57:00,5.18,3.25,>
502,SQ20318,Black Disc Clarity,2016-07-07 09:49:00,4.33,3.25,>
504,SQ20318,Black Disc Clarity,2016-09-05 09:58:00,4.54,3.25,>
505,SQ20318,Black Disc Clarity,2016-10-06 07:28:00,6.1,3.25,>
506,SQ20318,Black Disc Clarity,2017-03-09 09:06:00,4.55,3.25,>
507,SQ20318,Black Disc Clarity,2017-06-08 09:47:00,3.42,3.25,>
513,SQ20318,Black Disc Clarity,2017-12-07 08:48:00,4.38,3.25,>
514,SQ20318,Black Disc Clarity,2018-04-09 11:14:00,3.75,3.25,>
520,SQ20318,Black Disc Clarity,2018-10-02 08:44:00,6.35,3.25,>
521,SQ20318,Black Disc Clarity,2018-11-02 08:36:00,8.6,3.25,>
529,SQ20318,Black Disc Clarity,2019-10-08 08:53:00,4.2,3.25,>
620,SQ20350,Black Disc Clarity,2014-03-13 09:50:00,11.0,9.15,>
633,SQ20350,Black Disc Clarity,2015-06-24 12:06:00,10.6,9.15,>
644,SQ20350,Black Disc Clarity,2016-05-17 11:15:00,9.56,9.15,>
645,SQ20350,Black Disc Clarity,2016-06-14 11:49:00,11.95,9.15,>
652,SQ20350,Black Disc Clarity,2017-02-27 10:52:00,11.8,9.15,>
667,SQ20350,Black Disc Clarity,2018-07-12 12:30:00,9.75,9.15,>
750,SQ20509,Black Disc Clarity,2013-02-19 10:00:00,4.54,4.0,>
757,SQ20509,Black Disc Clarity,2013-12-11 10:45:00,5.11,4.0,>
779,SQ20509,Black Disc Clarity,2015-11-30 11:26:00,4.5,4.0,>
780,SQ20509,Black Disc Clarity,2015-12-23 11:49:00,4.23,4.0,>
782,SQ20509,Black Disc Clarity,2016-02-24 11:40:00,7.3,4.0,>
788,SQ20509,Black Disc Clarity,2016-08-30 12:36:00,4.08,4.0,>
789,SQ20509,Black Disc Clarity,2016-09-30 11:45:00,5.65,4.0,>
790,SQ20509,Black Disc Clarity,2016-10-28 08:04:00,6.77,4.0,>
791,SQ20509,Black Disc Clarity,2016-11-29 12:01:00,6.1,4.0,>
792,SQ20509,Black Disc Clarity,2016-12-21 11:38:00,4.88,4.0,>
793,SQ20509,Black Disc Clarity,2017-02-27 11:21:00,4.68,4.0,>
803,SQ20509,Black Disc Clarity,2017-12-20 10:37:00,4.15,4.0,>
811,SQ20509,Black Disc Clarity,2018-08-30 13:13:00,4.47,4.0,>
816,SQ20509,Black Disc Clarity,2019-01-25 11:27:00,5.8,4.0,>
817,SQ20509,Black Disc Clarity,2019-02-22 10:53:00,4.5,4.0,>
823,SQ20509,Black Disc Clarity,2019-08-30 12:22:00,4.4,4.0,>
824,SQ20509,Black Disc Clarity,2019-09-24 11:41:00,4.83,4.0,>
832,SQ20541,Black Disc Clarity,2014-05-26 09:50:00,5.67,5.0,>
833,SQ20541,Black Disc Clarity,2014-08-25 12:28:00,6.32,5.0,>
838,SQ20541,Black Disc Clarity,2018-02-13 08:46:00,6.05,5.0,>
841,SQ20541,Black Disc Clarity,2018-11-07 09:05:00,6.31,5.0,>
842,SQ20541,Black Disc Clarity,2019-02-04 10:07:00,5.24,5.0,>
846,SQ20544,Black Disc Clarity,2013-08-27 11:38:00,1.98,1.21,>
847,SQ20544,Black Disc Clarity,2013-11-27 08:30:00,1.97,1.21,>
848,SQ20544,Black Disc Clarity,2014-05-26 09:20:00,2.09,1.21,>
849,SQ20544,Black Disc Clarity,2014-08-25 12:03:00,2.73,1.21,>
850,SQ20544,Black Disc Clarity,2014-11-19 08:21:00,1.75,1.21,>
852,SQ20544,Black Disc Clarity,2015-05-11 09:24:00,2.44,1.21,>
853,SQ20544,Black Disc Clarity,2015-08-25 10:05:00,1.66,1.21,>
854,SQ20544,Black Disc Clarity,2015-11-23 10:46:00,1.77,1.21,>
855,SQ20544,Black Disc Clarity,2016-02-26 10:55:00,1.9,1.21,>
856,SQ20544,Black Disc Clarity,2016-08-19 09:28:00,2.7,1.21,>
857,SQ20544,Black Disc Clarity,2016-11-23 09:40:00,2.39,1.21,>
858,SQ20544,Black Disc Clarity,2017-02-23 08:50:00,2.26,1.21,>
859,SQ20544,Black Disc Clarity,2017-11-27 09:24:00,2.7,1.21,>
862,SQ20544,Black Disc Clarity,2019-02-04 09:49:00,1.46,1.21,>
863,SQ20544,Black Disc Clarity,2019-05-30 09:28:00,1.48,1.21,>
864,SQ20544,Black Disc Clarity,2019-11-12 09:30:00,1.76,1.21,>
873,SQ20606,Black Disc Clarity,2014-01-15 11:30:00,8.21,7.0,>
875,SQ20606,Black Disc Clarity,2014-03-13 11:30:00,7.75,7.0,>
888,SQ20606,Black Disc Clarity,2015-06-24 13:08:00,7.5,7.0,>
899,SQ20606,Black Disc Clarity,2016-05-17 12:47:00,7.8,7.0,>
917,SQ20606,Black Disc Clarity,2017-12-19 12:06:00,8.25,7.0,>
947,SQ21044,Black Disc Clarity,2015-11-23 09:14:00,6.08,5.0,>
949,SQ21044,Black Disc Clarity,2016-05-25 10:10:00,6.25,5.0,>
968,SQ21046,Black Disc Clarity,2017-02-23 10:16:00,2.25,1.5,>
971,SQ21046,Black Disc Clarity,2018-08-15 10:45:00,1.51,1.5,>
972,SQ21046,Black Disc Clarity,2018-11-07 10:01:00,2.75,1.5,>
976,SQ21047,Black Disc Clarity,2013-04-08 12:12:00,2.02,1.5,>
977,SQ21047,Black Disc Clarity,2013-05-07 11:40:00,1.67,1.5,>
983,SQ21047,Black Disc Clarity,2013-11-05 11:20:00,1.7,1.5,>
986,SQ21047,Black Disc Clarity,2014-03-11 10:50:00,1.65,1.5,>
987,SQ21047,Black Disc Clarity,2014-04-09 12:40:00,1.95,1.5,>
991,SQ21047,Black Disc Clarity,2014-09-11 12:48:00,1.55,1.5,>
992,SQ21047,Black Disc Clarity,2014-10-07 10:50:00,2.05,1.5,>
997,SQ21047,Black Disc Clarity,2015-03-09 11:48:00,1.82,1.5,>
998,SQ21047,Black Disc Clarity,2015-04-08 11:02:00,2.38,1.5,>
999,SQ21047,Black Disc Clarity,2015-05-07 13:11:00,1.95,1.5,>
1000,SQ21047,Black Disc Clarity,2015-06-09 14:00:00,1.86,1.5,>
1003,SQ21047,Black Disc Clarity,2015-09-03 12:54:00,1.7,1.5,>
1004,SQ21047,Black Disc Clarity,2015-10-07 11:57:00,2.11,1.5,>
1005,SQ21047,Black Disc Clarity,2015-11-04 11:33:00,1.82,1.5,>
1006,SQ21047,Black Disc Clarity,2015-12-03 11:31:00,2.55,1.5,>
1007,SQ21047,Black Disc Clarity,2016-01-08 11:02:00,2.57,1.5,>
1008,SQ21047,Black Disc Clarity,2016-02-03 11:48:00,2.83,1.5,>
1009,SQ21047,Black Disc Clarity,2016-03-04 08:03:00,1.78,1.5,>
1010,SQ21047,Black Disc Clarity,2016-04-07 12:40:00,2.42,1.5,>
1011,SQ21047,Black Disc Clarity,2016-05-02 12:02:00,2.4,1.5,>
1013,SQ21047,Black Disc Clarity,2017-02-15 10:40:00,2.23,1.5,>
1014,SQ21047,Black Disc Clarity,2017-03-09 11:43:00,2.08,1.5,>
1033,SQ21047,Black Disc Clarity,2019-04-04 11:45:00,1.53,1.5,>
1040,SQ21160,Black Disc Clarity,2013-03-11 09:20:00,2.6,1.87,>
1046,SQ21160,Black Disc Clarity,2013-10-10 11:30:00,2.4,1.87,>
1047,SQ21160,Black Disc Clarity,2013-11-07 10:05:00,3.1,1.87,>
1049,SQ21160,Black Disc Clarity,2014-02-11 09:35:00,2.42,1.87,>
1050,SQ21160,Black Disc Clarity,2014-03-10 09:55:00,2.76,1.87,>
1051,SQ21160,Black Disc Clarity,2014-04-10 00:00:00,2.26,1.87,>
1055,SQ21160,Black Disc Clarity,2014-09-15 11:20:00,2.03,1.87,>
1060,SQ21160,Black Disc Clarity,2015-03-11 10:08:00,1.97,1.87,>
1062,SQ21160,Black Disc Clarity,2015-05-08 00:00:00,3.8,1.87,>
1063,SQ21160,Black Disc Clarity,2015-06-10 11:00:00,2.25,1.87,>
1064,SQ21160,Black Disc Clarity,2015-07-17 12:20:00,2.27,1.87,>
1065,SQ21160,Black Disc Clarity,2015-08-04 10:35:00,2.05,1.87,>
1066,SQ21160,Black Disc Clarity,2015-09-04 10:54:00,2.4,1.87,>
1070,SQ21160,Black Disc Clarity,2016-01-12 11:33:00,2.76,1.87,>
1071,SQ21160,Black Disc Clarity,2016-02-04 09:52:00,2.75,1.87,>
1072,SQ21160,Black Disc Clarity,2016-03-03 10:02:00,2.5,1.87,>
1073,SQ21160,Black Disc Clarity,2016-04-06 12:00:00,3.07,1.87,>
1074,SQ21160,Black Disc Clarity,2016-05-04 11:43:00,2.93,1.87,>
1075,SQ21160,Black Disc Clarity,2016-06-07 13:10:00,2.56,1.87,>
1079,SQ21160,Black Disc Clarity,2016-10-05 08:21:00,2.68,1.87,>
1080,SQ21160,Black Disc Clarity,2016-11-04 09:59:00,3.15,1.87,>
1081,SQ21160,Black Disc Clarity,2016-12-06 11:18:00,2.52,1.87,>
1082,SQ21160,Black Disc Clarity,2017-01-12 11:32:00,2.34,1.87,>
1085,SQ21160,Black Disc Clarity,2017-04-10 13:33:00,2.0,1.87,>
1086,SQ21160,Black Disc Clarity,2017-05-09 11:30:00,2.2,1.87,>
1087,SQ21160,Black Disc Clarity,2017-06-09 11:13:00,2.43,1.87,>
1090,SQ21160,Black Disc Clarity,2017-11-08 11:26:00,2.4,1.87,>
1092,SQ21160,Black Disc Clarity,2018-02-08 11:25:00,2.0,1.87,>
1093,SQ21160,Black Disc Clarity,2018-03-08 10:19:00,2.15,1.87,>
1094,SQ21160,Black Disc Clarity,2018-04-06 11:37:00,2.9,1.87,>
1096,SQ21160,Black Disc Clarity,2018-06-07 10:55:00,2.56,1.87,>
1097,SQ21160,Black Disc Clarity,2018-08-10 11:26:00,2.25,1.87,>
1099,SQ21160,Black Disc Clarity,2018-10-03 10:26:00,1.95,1.87,>
1100,SQ21160,Black Disc Clarity,2018-11-07 09:36:00,4.5,1.87,>
1106,SQ21160,Black Disc Clarity,2019-05-08 10:59:00,1.95,1.87,>
1111,SQ21160,Black Disc Clarity,2019-10-02 10:22:00,2.5,1.87,>
1112,SQ21160,Black Disc Clarity,2019-12-03 10:13:00,3.15,1.87,>
1143,SQ21289,Black Disc Clarity,2016-06-07 11:26:00,7.5,7.0,>
1213,SQ21298,Black Disc Clarity,2016-09-06 09:16:00,15.85,12.0,>
1259,SQ26221,Black Disc Clarity,2014-03-11 09:30:00,10.3,9.6,>
1285,SQ26221,Black Disc Clarity,2016-05-02 10:31:00,9.7,9.6,>
1315,SQ26221,Black Disc Clarity,2019-04-04 09:45:00,11.0,9.6,>
1323,SQ26368,Black Disc Clarity,2013-04-22 13:45:00,8.35,8.0,>
1333,SQ26368,Black Disc Clarity,2014-04-14 11:40:00,8.1,8.0,>
1341,SQ26368,Black Disc Clarity,2015-03-18 10:58:00,9.05,8.0,>
1363,SQ26368,Black Disc Clarity,2017-02-21 09:28:00,9.45,8.0,>
1367,SQ26368,Black Disc Clarity,2017-06-21 11:54:00,9.0,8.0,>
1377,SQ26368,Black Disc Clarity,2018-06-20 12:40:00,8.2,8.0,>
1385,SQ26368,Black Disc Clarity,2019-02-13 10:43:00,8.7,8.0,>
1386,SQ26368,Black Disc Clarity,2019-03-14 10:53:00,9.0,8.0,>
1399,SQ26369,Black Disc Clarity,2013-07-22 11:44:00,4.4,3.85,>
1400,SQ26369,Black Disc Clarity,2013-08-27 12:15:00,5.0,3.85,>
1401,SQ26369,Black Disc Clarity,2013-09-25 12:05:00,4.6,3.85,>
1403,SQ26369,Black Disc Clarity,2013-11-19 10:40:00,8.45,3.85,>
1404,SQ26369,Black Disc Clarity,2013-12-16 10:30:00,6.12,3.85,>
1406,SQ26369,Black Disc Clarity,2014-02-18 11:20:00,4.47,3.85,>
1408,SQ26369,Black Disc Clarity,2014-04-14 12:05:00,4.79,3.85,>
1409,SQ26369,Black Disc Clarity,2014-05-19 12:15:00,6.92,3.85,>
1411,SQ26369,Black Disc Clarity,2014-07-17 10:33:00,5.38,3.85,>
1412,SQ26369,Black Disc Clarity,2014-09-16 12:31:00,4.88,3.85,>
1413,SQ26369,Black Disc Clarity,2014-10-21 11:51:00,4.15,3.85,>
1414,SQ26369,Black Disc Clarity,2014-11-24 10:56:00,7.5,3.85,>
1416,SQ26369,Black Disc Clarity,2015-01-19 11:45:00,6.72,3.85,>
1417,SQ26369,Black Disc Clarity,2015-02-16 10:59:00,5.43,3.85,>
1418,SQ26369,Black Disc Clarity,2015-03-18 11:40:00,6.75,3.85,>
1420,SQ26369,Black Disc Clarity,2015-06-17 11:46:00,6.18,3.85,>
1421,SQ26369,Black Disc Clarity,2015-07-21 12:15:00,7.0,3.85,>
1423,SQ26369,Black Disc Clarity,2015-09-23 12:02:00,5.7,3.85,>
1424,SQ26369,Black Disc Clarity,2015-10-20 10:42:00,6.97,3.85,>
1425,SQ26369,Black Disc Clarity,2015-11-25 11:05:00,5.25,3.85,>
1426,SQ26369,Black Disc Clarity,2015-12-15 11:01:00,6.05,3.85,>
1427,SQ26369,Black Disc Clarity,2016-01-26 10:42:00,4.58,3.85,>
1429,SQ26369,Black Disc Clarity,2016-03-17 11:00:00,7.02,3.85,>
1430,SQ26369,Black Disc Clarity,2016-04-19 11:45:00,6.4,3.85,>
1431,SQ26369,Black Disc Clarity,2016-05-19 10:52:00,4.35,3.85,>
1432,SQ26369,Black Disc Clarity,2016-06-21 11:09:00,5.6,3.85,>
1433,SQ26369,Black Disc Clarity,2016-07-19 11:22:00,5.77,3.85,>
1434,SQ26369,Black Disc Clarity,2016-08-25 11:26:00,6.1,3.85,>
1435,SQ26369,Black Disc Clarity,2016-09-27 11:03:00,5.97,3.85,>
1436,SQ26369,Black Disc Clarity,2016-10-18 10:36:00,4.65,3.85,>
1438,SQ26369,Black Disc Clarity,2016-12-15 08:16:00,6.93,3.85,>
1439,SQ26369,Black Disc Clarity,2017-01-24 10:08:00,5.75,3.85,>
1440,SQ26369,Black Disc Clarity,2017-02-21 10:05:00,5.54,3.85,>
1441,SQ26369,Black Disc Clarity,2017-03-23 11:32:00,9.0,3.85,>
1443,SQ26369,Black Disc Clarity,2017-05-23 12:19:00,4.0,3.85,>
1444,SQ26369,Black Disc Clarity,2017-06-21 12:45:00,8.12,3.85,>
1445,SQ26369,Black Disc Clarity,2017-07-18 11:44:00,6.65,3.85,>
1447,SQ26369,Black Disc Clarity,2017-10-18 10:40:00,5.15,3.85,>
1448,SQ26369,Black Disc Clarity,2017-11-20 10:51:00,7.05,3.85,>
1449,SQ26369,Black Disc Clarity,2017-12-14 11:09:00,4.25,3.85,>
1450,SQ26369,Black Disc Clarity,2018-01-23 10:40:00,5.5,3.85,>
1452,SQ26369,Black Disc Clarity,2018-03-20 11:06:00,6.65,3.85,>
1454,SQ26369,Black Disc Clarity,2018-06-20 11:54:00,5.9,3.85,>
1455,SQ26369,Black Disc Clarity,2018-07-17 11:53:00,8.8,3.85,>
1456,SQ26369,Black Disc Clarity,2018-08-22 11:53:00,7.07,3.85,>
1458,SQ26369,Black Disc Clarity,2018-10-10 10:24:00,6.1,3.85,>
1461,SQ26369,Black Disc Clarity,2019-02-13 11:38:00,4.22,3.85,>
1463,SQ26369,Black Disc Clarity,2019-04-15 11:29:00,6.65,3.85,>
